"","2.5%","25%","50%","75%","97.5%"
"K_release_Liver",0.000189611933737418,0.000657783858149473,0.00161235638636257,0.00355053717118946,0.0084106391763001
"K_max_Liver",1.24434635956993,2.14600016218116,2.74644697969836,3.44536892501861,5.15486501839728
"K_50_Liver",10.6705674215247,22.1271870068982,28.822034562659,35.518209338347,45.3280547993667
"n_Liver",0.00485975040363822,0.0274872664034623,0.0546977874507766,0.0877993107958706,0.152890540486768
"K_release_Spleen",0.00131294157996626,0.00213924632230923,0.0026344279477013,0.00314257383682544,0.0038486393445318
"K_max_Spleen",2.27350461165201,5.89176384195113,8.14417502793915,10.5176344386854,15.2631410320726
"K_50_Spleen",68.2938999727982,168.01959569849,249.207545118493,344.879411521369,540.447326927102
"n_Spleen",0.0112201197719725,0.0345917129708796,0.0558595167823982,0.081515480613042,0.137479283760507
"K_release_Kidney",0.00139138327449701,0.00496626704925686,0.00766767912675893,0.0106965916823576,0.0168742770380744
"K_max_Kidney",0.0239801866958793,0.0620307797708244,0.0887108451632092,0.11860700544882,0.17359931976221
"K_50_Kidney",6.77718755960305,16.7846120793503,23.2519329990989,30.1413331329108,42.7673960254213
"n_Kidney",0.007435736381459,0.0364661556440822,0.0653346924066586,0.0989748740960177,0.162957970968457
"K_release_Lung",0.00631350823228653,0.0108718230080245,0.0145958808614541,0.0223218791842867,0.080250027699525
"K_max_Lung",0.0209420231563461,0.0458390401874637,0.0634127423242287,0.0839021375561519,0.133838631260066
"K_50_Lung",0.842439537540953,4.23076955410116,9.6829212816101,17.7608858842601,35.0352444407429
"n_Lung",0.00214220613432996,0.00364918114076439,0.0062543874522026,0.0118279238578289,0.0420888669727908
"P_Liver",0.00547672288863236,0.0285085819653121,0.0517135716022587,0.0782646943635294,0.128070801448164
"P_Brain",0.0179942316096734,0.0681054897025133,0.110535995167861,0.158475174319272,0.249698086554892
"P_Kidney",0.0194040882381903,0.0656641633561503,0.109381211085,0.161338532390691,0.254359647494149
"P_Spleen",0.0389993722332172,0.102432030448044,0.144900292905631,0.189594066855523,0.26911227226167
"P_Lung",0.00444532315948977,0.0174729856937853,0.0362407081504369,0.065264465114998,0.150730248862558
"P_Rest",0.00347414530783886,0.00934505971670557,0.0261855897533877,0.0708953127534412,0.192280177645617
"DLC_Liver",7.71955076911276e-05,0.000344955429479241,0.000626017127381646,0.000951041586393785,0.00157576558132972
"DLC_Brain",4.61172396271835e-07,8.45742692753001e-07,1.10851032758411e-06,1.39417343100767e-06,1.8472676244136e-06
"DLC_Kidney",0.00103898705520335,0.00232604298718534,0.00306503984597667,0.00383207706897827,0.00508821909782879
"DLC_Spleen",0.000263026664649048,0.000753536663166656,0.00104423662352715,0.00133930839345654,0.00182701366027996
"DLC_Lung",0.0169564951656799,0.028250073404763,0.0349035299989871,0.0413123235968122,0.0498692991094488
"DLC_Rest",2.03797205815045e-08,2.43285151305156e-08,3.1131632838392e-08,4.43307256602599e-08,1.17247008005455e-07
"Kbile",0.000174262348259287,0.000724334219117947,0.0011020714780697,0.0014492676200839,0.00205204767075563
"Kurine",3.84218778528788e-05,9.37207468329729e-05,0.000129659250205571,0.00016523715464837,0.000222765879460322
"sig2",0.139456640052932,0.240845390758248,0.343702522335207,0.52279983672563,1.11768962872575
"sig_K_release_Liver",0.349758571413891,0.589022709572754,0.806350858505141,1.12479318690226,2.13033304512486
"sig_K_max_Liver",0.542487741594844,1.09133677004438,1.6871899778865,2.83133633281402,9.13641926880908
"sig_K_50_Liver",1.88171295057269,5.64892837204909,10.7131112503303,21.0946273837904,74.2086760593518
"sig_n_Liver",0.315459660314367,0.511835955822955,0.682328245300936,0.917911545675646,1.68939639198931
"sig_K_release_Spleen",0.212162246879391,0.315885788277624,0.399111500768767,0.504625401326972,0.819195078653554
"sig_K_max_Spleen",0.315503794279893,0.532435287873387,0.710387656243757,0.982613076648336,1.94311709964934
"sig_K_50_Spleen",0.417144238892757,0.751230969292512,1.092848119828,1.66255319912621,4.34270030333116
"sig_n_Spleen",0.74555406626086,1.57487371434385,2.48485911762141,4.04758890204276,11.2955943462503
"sig_K_release_Kidney",0.696546265003677,1.55332149737664,2.55548981189944,4.40191519629225,15.562489951351
"sig_K_max_Kidney",0.613693905998943,1.18329293311751,1.7529504824102,2.77140865922944,7.39597186426962
"sig_K_50_Kidney",0.554750956870914,1.10335848068822,1.67790766648471,2.68828503498327,8.40516297649775
"sig_n_Kidney",0.574277322149656,1.13117908465695,1.68172994125286,2.71390367289865,7.10597142789066
"sig_K_release_Lung",0.412010049207338,0.734314532295943,1.03061285283767,1.48341917632842,3.24943315275176
"sig_K_max_Lung",0.380211275422246,0.635291485072905,0.886842086274386,1.26050858583463,2.68254196315873
"sig_K_50_Lung",0.501863889387833,0.968283541683044,1.4566633250614,2.30052853321735,6.09358857947944
"sig_n_Lung",0.696222910567341,1.47969814088385,2.3937717246142,4.1710112298247,13.2877411967611
"sig_P_Liver",0.379786384087882,0.611473702694479,0.801902162711508,1.07656556898387,1.91968547979179
"sig_P_Brain",0.267850436601496,0.42729174553222,0.556290208013508,0.728626129226837,1.31006157693757
"sig_P_Kidney",0.475365153150217,0.83534900101637,1.16583988575272,1.69427118011423,3.76396479830861
"sig_P_Spleen",0.395249209351394,0.716210085658249,1.02972631131947,1.54841244876539,3.98315315645316
"sig_P_Lung",0.459803591791822,0.896936477344042,1.35577553775147,2.13488100535583,5.65089494093706
"sig_P_Rest",0.633551801695696,1.35725491832793,2.2428254913348,4.03452505958996,14.1085138787163
"sig_DLC_Liver",0.266674715709685,0.425488029887925,0.5562159834603,0.736089580779575,1.35462786137192
"sig_DLC_Brain",0.352939633350641,0.57433129032124,0.760510648083717,1.02676025188119,1.93669355698628
"sig_DLC_Kidney",0.403339842500424,0.675289200561047,0.909969109969368,1.25510207261348,2.44864372580051
"sig_DLC_Spleen",0.397441348570885,0.71937294701733,1.01702817784218,1.50647969846476,3.53852422431816
"sig_DLC_Lung",0.72646863350128,1.62388890562704,2.64955373140292,4.55479618754069,14.9372964407871
"sig_DLC_Rest",0.491537225173632,0.913224130405814,1.34587805633146,2.09286400822158,5.33756809261338
"sig_Kbile",0.449620575651155,0.750368466359104,1.03371236965588,1.45437058567917,3.19755959613951
"sig_Kurine",0.295749563403235,0.458660017464441,0.600298262848012,0.802623219811326,1.45774368513709
